timestamp,power_watts
1768481380.792759,25.542
1768481380.8950543,25.542
1768481380.997191,25.641
1768481381.099423,25.641
1768481381.2015805,25.641
1768481381.30376,25.641
1768481381.4064245,25.641
1768481381.5085914,25.641
1768481381.6107872,25.641
1768481381.7128906,25.641
1768481381.8151097,25.641
1768481381.9173343,45.61
1768481382.0196345,25.641
1768481382.1218216,25.641
1768481382.2240112,25.641
1768481382.3261943,26.135
1768481382.4302027,45.019
1768481382.5332425,32.539
1768481382.635448,25.74
1768481382.737778,53.12
1768481382.8401299,28.886
1768481382.9424822,55.214
1768481383.045054,65.569
1768481383.1472447,31.337
1768481383.249373,52.039
1768481383.3515186,74.513
1768481383.453652,96.331
1768481383.5559962,59.361
1768481383.658237,31.633
1768481383.7605054,66.782
1768481383.8627126,79.883
1768481383.964882,83.05
1768481384.0672576,42.413
1768481384.181937,75.053
1768481384.2840848,93.806
1768481384.3862832,48.347
1768481384.4885452,33.587
1768481384.5907393,68.152
1768481384.692855,86.559
1768481384.7951045,74.174
1768481384.8972285,30.843
1768481384.9994721,52.106
1768481385.1015573,76.957
1768481385.2037597,95.675
1768481385.3139744,29.955
1768481385.4162197,43.642
1768481385.518347,72.019
1768481385.6205058,93.692
1768481385.7227986,54.397
1768481385.8249052,34.179
1768481385.9271753,65.454
1768481386.0293386,84.414
1768481386.1316407,81.685
1768481386.233814,30.843
1768481386.3360763,53.775
1768481386.4382632,77.688
1768481386.5404735,95.675
1768481386.6427643,42.29
1768481386.7531312,37.609
1768481386.8552735,69.478
1768481386.957495,86.894
1768481387.0596774,64.338
1768481387.1618075,32.897
1768481387.2639744,63.535
1768481387.3662508,79.541
1768481387.4685037,84.362
1768481387.5707438,30.251
1768481387.6729715,48.994
1768481387.7751713,72.214
1768481387.87738,92.622
1768481387.9795594,55.867
1768481388.0818286,34.771
1768481388.1840813,65.649
1768481388.2929559,84.946
1768481388.3970656,77.835
1768481388.4992418,31.041
1768481388.6016636,56.294
1768481388.7039158,83.44
1768481388.8061533,79.539
1768481388.9155633,38.671
1768481389.017811,45.019
1768481389.1200862,72.605
1768481389.230225,84.203
1768481389.34465,33.291
1768481389.4479046,64.377
1768481389.5570502,79.883
1768481389.6607819,82.201
1768481389.7631693,30.448
1768481389.8659854,46.397
1768481389.9681964,73.101
1768481390.070489,96.891
1768481390.1726897,39.708
1768481390.2750094,37.883
1768481390.3773124,68.738
1768481390.4794996,82.998
1768481390.5817301,65.396
1768481390.6839018,32.995
1768481390.7934375,64.475
1768481390.8986192,79.054
1768481391.0008237,83.589
1768481391.1030154,30.547
1768481391.2052174,51.548
1768481391.307489,71.779
1768481391.4096656,91.747
1768481391.5118861,49.524
1768481391.613999,35.441
1768481391.7162976,65.943
1768481391.8184404,81.388
1768481391.9208064,67.467
1768481392.0231924,32.323
1768481392.1254761,63.731
1768481392.2342403,79.738
1768481392.338492,87.12
1768481392.4406939,30.547
1768481392.5428786,44.16
1768481392.645076,70.01
1768481392.7472167,89.385
1768481392.8493865,55.509
1768481392.951588,34.869
1768481393.0537183,65.356
1768481393.156042,85.194
1768481393.2581794,71.379
1768481393.3604245,32.027
1768481393.4627512,63.476
1768481393.5722072,77.005
1768481393.6743846,88.008
1768481393.7767344,30.744
1768481393.8789852,44.16
1768481393.9811013,72.063
1768481394.0833323,88.453
1768481394.185503,58.479
1768481394.2877936,34.475
1768481394.39008,66.139
1768481394.4921875,80.808
1768481394.594413,82.31
1768481394.6966586,30.646
1768481394.7989235,48.433
1768481394.9012518,74.709
1768481395.003537,87.953
1768481395.1119256,51.548
1768481395.2160864,35.933
1768481395.3181844,67.019
1768481395.4202557,85.92
1768481395.522396,71.183
1768481395.6244972,32.422
1768481395.7266717,64.515
1768481395.8287745,75.931
1768481395.9309916,90.945
1768481396.03316,36.405
1768481396.1354854,39.163
1768481396.2377045,91.455
1768481396.3402662,54.691
1768481396.4425464,35.362
1768481396.544606,66.726
1768481396.6545696,83.141
1768481396.7588754,77.396
1768481396.8610537,31.337
1768481396.9632897,57.079
1768481397.0653965,76.664
1768481397.167613,89.55
1768481397.2697766,36.426
1768481397.3721313,40.148
1768481397.4742668,69.771
1768481397.5764337,90.482
1768481397.678557,60.145
1768481397.7807212,34.278
1768481397.883061,64.866
1768481397.9936874,82.706
1768481398.0958383,76.026
1768481398.1980555,32.027
1768481398.3003545,64.319
1768481398.4026265,78.078
1768481398.504821,89.442
1768481398.6071,30.843
1768481398.7092478,56.784
1768481398.8114636,75.099
1768481398.9136798,89.565
1768481399.0158792,31.041
1768481399.1181555,43.471
1768481399.2204127,72.116
1768481399.322565,83.141
1768481399.4325209,49.455
1768481399.5350165,36.623
1768481399.6373434,66.236
1768481399.7394795,87.953
1768481399.8416753,66.53
1768481399.9439223,32.916
1768481400.0460289,63.399
1768481400.148332,78.566
1768481400.250489,86.31
1768481400.3528087,30.942
1768481400.4549541,45.243
1768481400.5571249,75.099
1768481400.6593235,89.509
1768481400.7615557,50.407
1768481400.863797,36.426
1768481400.9734638,66.277
1768481401.0756836,85.856
1768481401.177909,67.677
1768481401.2877948,34.376
1768481401.3900309,63.046
1768481401.4921842,78.518
1768481401.6017168,82.991
1768481401.7058718,31.238
1768481401.808184,52.597
1768481401.9107182,75.443
1768481402.0128517,87.12
1768481402.1154647,44.849
1768481402.2176838,68.249
1768481402.3218708,83.29
1768481402.4241364,70.021
1768481402.526675,32.718
1768481402.636536,63.34
1768481402.7407281,75.881
1768481402.8428874,87.077
1768481402.9450498,31.337
1768481403.0473826,43.57
1768481403.1496103,75.685
